date,price
2009-04-22,384.505
2009-04-23,385.43
2009-04-24,386.84000000000003
2009-04-27,386.12
2009-04-28,385.295
2009-04-29,390.4
2009-04-30,399.275
2009-05-01,394.57
2009-05-04,398.595
2009-05-05,401.125
2009-05-06,404.64
2009-05-07,398.745
2009-05-08,402.5642
2009-05-11,406.6
2009-05-12,403.05
2009-05-13,392.37
2009-05-14,388.45
2009-05-15,391.60025
2009-05-18,391.355
2009-05-19,397.32
2009-05-20,400.33500000000004
2009-05-21,398.33849999999995
2009-05-22,395.32525
2009-05-26,397.5
2009-05-27,408.33425
2009-05-28,408.115
2009-05-29,413.96645
2009-06-01,424.065
2009-06-02,426.67999999999995
2009-06-03,428.2315
2009-06-04,437.87
2009-06-05,443.4
2009-06-08,437.52
2009-06-09,436.13
2009-06-10,432.28
2009-06-11,431.05
2009-06-12,424.455
2009-06-15,417.75
2009-06-16,418.255
2009-06-17,415.64
2009-06-18,415.845
2009-06-19,417.52
2009-06-22,409.69005000000004
2009-06-23,405.77
2009-06-24,409.395
2009-06-25,411.205
2009-06-26,420.67
2009-06-29,425.02
2009-06-30,422.71500000000003
2009-07-01,422.275
2009-07-02,411.11
2009-07-06,406.15
2009-07-07,402.58505
2009-07-08,402.03
2009-07-09,410.125
2009-07-10,413.03499999999997
2009-07-13,419.85
2009-07-14,423.8
2009-07-15,433.58500000000004
2009-07-16,439.925
2009-07-17,431.09000000000003
2009-07-20,429.54975
2009-07-21,428.81
2009-07-22,426.85
2009-07-23,433.355
2009-07-24,442.745
2009-07-27,442.18
2009-07-28,439.45500000000004
2009-07-29,434.8425
2009-07-30,447.04
2009-07-31,447.565
2009-08-03,450.77
2009-08-04,451.21500000000003
2009-08-05,452.395
2009-08-06,451.705
2009-08-07,457.20500000000004
2009-08-10,456.1
2009-08-11,454.804
2009-08-12,458.33500000000004
2009-08-13,461.81500000000005
2009-08-14,460.03499999999997
2009-08-17,447.55525
2009-08-18,445.01
2009-08-19,441.78025
2009-08-20,456.70500000000004
2009-08-21,464.37
2009-08-24,467.2575
2009-08-25,471.535
2009-08-26,469.85
2009-08-27,464.655
2009-08-28,467.875
2009-08-31,459.93
2009-09-01,460.62
2009-09-02,455.46
2009-09-03,456.625
2009-09-04,459.19
2009-09-08,461.41499999999996
2009-09-09,462.53499999999997
2009-09-10,466.47
2009-09-11,470.46500000000003
2009-09-14,473.425
2009-09-15,475.81
2009-09-16,483.925
2009-09-17,492.26
2009-09-18,494.105
2009-09-21,492.56
2009-09-22,499.9
2009-09-23,502.355
2009-09-24,497.20500000000004
2009-09-25,495.96500000000003
2009-09-28,497.39750000000004
2009-09-29,496.38
2009-09-30,493.69
2009-10-01,491.735
2009-10-02,487.17
2009-10-05,487.885
2009-10-06,495.53505
2009-10-07,508.4
2009-10-08,518.2950000000001
2009-10-09,518.005
2009-10-12,522.5400500000001
2009-10-13,524.4200000000001
2009-10-14,532.79
2009-10-15,532.085
2009-10-16,549.64
2009-10-19,551.165
2009-10-20,546.825
2009-10-21,554.175
2009-10-22,551.5
2009-10-23,554.5450000000001
2009-10-26,556.265
2009-10-27,549.3599999999999
2009-10-28,544.125
2009-10-29,546.415
2009-10-30,542.2049999999999
2009-11-02,533.8505
2009-11-03,532.90005
2009-11-04,540.96
2009-11-05,546.217
2009-11-06,548.64
2009-11-09,558.405
2009-11-10,565.39
2009-11-11,569.6800000000001
2009-11-12,569.2
2009-11-13,569.56
2009-11-16,574.885
2009-11-17,575.61
2009-11-18,575.425
2009-11-19,572.0
2009-11-20,570.5
2009-11-23,581.23
2009-11-24,580.415
2009-11-25,584.87495
2009-11-27,576.715
2009-11-30,580.39
2009-12-01,587.11
2009-12-02,589.615
2009-12-03,588.225
2009-12-04,587.006
2009-12-07,584.845
2009-12-08,586.3299999999999
2009-12-09,586.455
2009-12-10,592.56
2009-12-11,591.24
2009-12-14,594.9600499999999
2009-12-15,593.685
2009-12-16,598.505
2009-12-17,595.7
2009-12-18,596.9649999999999
2009-12-21,597.755
2009-12-22,600.175
2009-12-23,607.8599
2009-12-24,615.89525
2009-12-28,622.235
2009-12-29,621.56625
2009-12-30,620.37
2009-12-31,622.69
2010-01-04,626.875
2010-01-05,624.69
2010-01-06,616.11
2010-01-07,601.325
2010-01-08,596.1800000000001
2010-01-11,599.25
2010-01-12,593.0799999999999
2010-01-13,581.14
2010-01-14,588.505
2010-01-15,585.8
2010-01-19,583.355
2010-01-20,580.635
2010-01-21,579.53475
2010-01-22,552.73
2010-01-25,542.69375
2010-01-26,542.9449999999999
2010-01-27,541.48
2010-01-28,538.7999500000001
2010-01-29,533.3
2010-02-01,533.055
2010-02-02,531.2850000000001
2010-02-03,535.165
2010-02-04,531.78
2010-02-05,527.9792500000001
2010-02-08,536.76505
2010-02-09,538.3
2010-02-10,532.74
2010-02-11,534.995
2010-02-12,533.825
2010-02-16,539.2149999999999
2010-02-17,540.505
2010-02-18,540.575
2010-02-19,541.865
2010-02-22,544.25
2010-02-23,537.96
2010-02-24,534.475
2010-02-25,524.24495
2010-02-26,527.615
2010-03-01,530.515
2010-03-02,540.335
2010-03-03,543.685
2010-03-04,551.165
2010-03-05,563.785
2010-03-08,563.095
2010-03-09,560.5799999999999
2010-03-10,570.355
2010-03-11,580.205
2010-03-12,583.7175
2010-03-15,562.725
2010-03-16,564.5899999999999
2010-03-17,567.8499999999999
2010-03-18,565.7
2010-03-19,562.64
2010-03-22,560.565
2010-03-23,550.156
2010-03-24,549.77475
2010-03-25,565.3299999999999
2010-03-26,563.70505
2010-03-29,562.645
2010-03-30,563.9549999999999
2010-03-31,566.275
2010-04-01,569.5
2010-04-05,571.94
2010-04-06,568.145
2010-04-07,565.3050000000001
2010-04-08,564.95075
2010-04-09,566.385
2010-04-12,570.11
2010-04-13,580.005
2010-04-14,588.175
2010-04-15,593.0635
2010-04-16,559.22
2010-04-19,549.495
2010-04-20,555.35825
2010-04-21,556.2049999999999
2010-04-22,547.925
2010-04-23,545.7950000000001
2010-04-26,537.1
2010-04-27,532.7825
2010-04-28,527.9300000000001
2010-04-29,531.585
2010-04-30,531.56
2010-05-03,529.0
2010-05-04,515.475
2010-05-05,508.09505
2010-05-06,488.76
2010-05-07,493.325
2010-05-10,517.71
2010-05-11,514.05
2010-05-12,507.02
2010-05-13,516.185
2010-05-14,503.62
2010-05-17,503.35540000000003
2010-05-18,504.02
2010-05-19,493.59000000000003
2010-05-20,479.69075
2010-05-21,474.7
2010-05-24,483.295
2010-05-25,470.73
2010-05-26,482.38
2010-05-27,486.68
2010-05-28,488.225
2010-06-01,485.59000000000003
2010-06-02,487.66495
2010-06-03,501.35
2010-06-04,502.975
2010-06-07,492.02995
2010-06-08,483.19
2010-06-09,480.44
2010-06-10,482.16999999999996
2010-06-11,485.16499999999996
2010-06-14,488.845
2010-06-15,491.28999999999996
2010-06-16,500.055
2010-06-17,501.28
2010-06-18,500.8
2010-06-21,492.9285
2010-06-22,491.165
2010-06-23,482.525
2010-06-24,478.0055
2010-06-25,474.103
2010-06-28,473.28
2010-06-29,457.83500000000004
2010-06-30,451.275
2010-07-01,441.015
2010-07-02,439.1421
2010-07-06,440.64995
2010-07-07,443.33500000000004
2010-07-08,453.495
2010-07-09,468.02
2010-07-12,475.26
2010-07-13,486.635
2010-07-14,490.145
2010-07-15,488.69
2010-07-16,465.03999999999996
2010-07-19,463.585
2010-07-20,471.795
2010-07-21,480.56505
2010-07-22,485.73
2010-07-23,485.29999999999995
2010-07-26,487.8145
2010-07-27,493.83500000000004
2010-07-28,488.96000000000004
2010-07-29,484.105
2010-07-30,483.25
2010-08-02,490.11
2010-08-03,489.61
2010-08-04,499.025
2010-08-05,506.07950000000005
2010-08-06,500.895
2010-08-09,503.4316
2010-08-10,502.28499999999997
2010-08-11,494.75
2010-08-12,488.63
2010-08-13,488.6
2010-08-16,485.18595
2010-08-17,490.365
2010-08-18,486.21000000000004
2010-08-19,474.88
2010-08-20,466.30505
2010-08-23,462.99
2010-08-24,454.645
2010-08-25,453.905
2010-08-26,453.85
2010-08-27,453.82
2010-08-30,456.0905
2010-08-31,451.435
2010-09-01,458.72
2010-09-02,462.37
2010-09-03,469.65999999999997
2010-09-07,465.30499999999995
2010-09-08,468.50485000000003
2010-09-09,475.49
2010-09-10,477.43505000000005
2010-09-13,481.94
2010-09-14,482.41499999999996
2010-09-15,480.195
2010-09-16,480.93
2010-09-17,486.19
2010-09-20,501.235
2010-09-21,514.445
2010-09-22,514.73
2010-09-23,515.49425
2010-09-24,523.0445
2010-09-27,532.8484000000001
2010-09-28,526.02
2010-09-29,528.82475
2010-09-30,525.3945
2010-10-01,526.81
2010-10-04,523.55005
2010-10-05,533.275
2010-10-06,534.9454499999999
2010-10-07,533.1700000000001
2010-10-08,532.6125
2010-10-11,540.885
2010-10-12,541.88995
2010-10-13,544.9115
2010-10-14,541.1800000000001
2010-10-15,596.62
2010-10-18,610.12
2010-10-19,608.84
2010-10-20,612.44
2010-10-21,611.0
2010-10-22,612.435
2010-10-25,619.855
2010-10-26,616.13
2010-10-27,616.165
2010-10-28,617.15
2010-10-29,615.995
2010-11-01,615.935
2010-11-02,617.29
2010-11-03,617.66605
2010-11-04,626.01
2010-11-05,623.3
2010-11-08,626.31
2010-11-09,625.6804999999999
2010-11-10,620.255
2010-11-11,617.03
2010-11-12,609.05465
2010-11-15,599.025
2010-11-16,590.6700000000001
2010-11-17,585.4345000000001
2010-11-18,594.27
2010-11-19,594.115
2010-11-22,588.095
2010-11-23,583.605
2010-11-24,591.825
2010-11-26,589.99
2010-11-29,584.875
2010-11-30,563.815
2010-12-01,566.985
2010-12-02,569.34005
2010-12-03,572.24
2010-12-06,579.3050000000001
2010-12-07,589.5
2010-12-08,588.105
2010-12-09,592.29
2010-12-10,592.14
2010-12-13,598.5450000000001
2010-12-14,595.385
2010-12-15,592.80005
2010-12-16,590.9200000000001
2010-12-17,590.115
2010-12-20,593.2682
2010-12-21,601.16745
2010-12-22,605.14
2010-12-23,604.015
2010-12-27,601.64
2010-12-28,600.94
2010-12-29,600.665
2010-12-30,599.36205
2010-12-31,595.2249999999999
2011-01-03,601.0350000000001
2011-01-04,603.15
2011-01-05,605.19
2011-01-06,614.24
2011-01-07,614.19
2011-01-10,611.9749999999999
2011-01-11,616.65
2011-01-12,617.06
2011-01-13,616.915
2011-01-14,620.675
2011-01-18,633.63
2011-01-19,636.31
2011-01-20,628.685
2011-01-21,626.5450000000001
2011-01-24,606.86
2011-01-25,613.605
2011-01-26,618.885
2011-01-27,616.47595
2011-01-28,610.06
2011-01-31,600.01
2011-02-01,608.233
2011-02-02,610.935
2011-02-03,608.79
2011-02-04,609.0260000000001
2011-02-07,613.8
2011-02-08,617.0706
2011-02-09,615.895
2011-02-10,614.53
2011-02-11,619.0
2011-02-14,624.8395
2011-02-15,626.595
2011-02-16,624.3
2011-02-17,623.765
2011-02-18,627.68
2011-02-22,616.3499999999999
2011-02-23,609.35
2011-02-24,607.22
2011-02-25,612.11
2011-02-28,612.25
2011-03-01,609.26175
2011-03-02,600.595
2011-03-03,608.245
2011-03-04,604.59
2011-03-07,595.345
2011-03-08,594.09
2011-03-09,590.1305
2011-03-10,583.0350000000001
2011-03-11,576.665
2011-03-14,573.155
2011-03-15,563.25
2011-03-16,560.53505
2011-03-17,564.77
2011-03-18,563.865
2011-03-21,574.41
2011-03-22,575.87
2011-03-23,577.225
2011-03-24,583.595
2011-03-25,583.075
2011-03-28,579.85
2011-03-29,577.45
2011-03-30,583.0409500000001
2011-03-31,584.9506
2011-04-01,591.975
2011-04-04,588.9200000000001
2011-04-05,573.585
2011-04-06,571.5799999999999
2011-04-07,577.415
2011-04-08,581.4749999999999
2011-04-11,575.55
2011-04-12,572.4825
2011-04-13,574.675
2011-04-14,575.7750000000001
2011-04-15,537.905
2011-04-18,523.332
2011-04-19,525.89
2011-04-20,524.105
2011-04-21,525.335
2011-04-25,524.505
2011-04-26,531.32495
2011-04-27,536.23
2011-04-28,536.664
2011-04-29,541.3050000000001
2011-05-02,541.425
2011-05-03,535.8199999999999
2011-05-04,536.01
2011-05-05,535.4606
2011-05-06,538.3199999999999
2011-05-09,534.7950000000001
2011-05-10,540.9849999999999
2011-05-11,538.61855
2011-05-12,533.925
2011-05-13,532.4849999999999
2011-05-16,521.835
2011-05-17,523.125
2011-05-18,528.0150000000001
2011-05-19,533.13
2011-05-20,527.56
2011-05-23,516.7
2011-05-24,521.056
2011-05-25,520.01
2011-05-26,518.56
2011-05-27,519.045
2011-05-31,526.275
2011-06-01,529.25495
2011-06-02,526.39
2011-06-03,524.55
2011-06-06,523.0341000000001
2011-06-07,521.81
2011-06-08,518.51
2011-06-09,517.8199999999999
2011-06-10,512.99
2011-06-13,506.185
2011-06-14,510.535
2011-06-15,504.48
2011-06-16,501.62
2011-06-17,495.745
2011-06-20,482.73
2011-06-21,489.337
2011-06-22,489.54
2011-06-23,478.295
2011-06-24,476.885
2011-06-27,481.0
2011-06-28,490.11375
2011-06-29,496.315
2011-06-30,504.08500000000004
2011-07-01,513.78
2011-07-05,530.3499999999999
2011-07-06,535.775
2011-07-07,543.28
2011-07-08,532.46
2011-07-11,530.74
2011-07-12,532.71
2011-07-13,540.242
2011-07-14,534.365
2011-07-15,594.20505
2011-07-18,597.025
2011-07-19,600.105
2011-07-20,599.09
2011-07-21,601.035
2011-07-22,611.885
2011-07-25,619.2046
2011-07-26,622.3586
2011-07-27,612.85
2011-07-28,609.49
2011-07-29,609.325
2011-08-01,607.3399999999999
2011-08-02,600.62
2011-08-03,593.313
2011-08-04,588.1600000000001
2011-08-05,576.0
2011-08-08,556.675
2011-08-09,557.81
2011-08-10,555.925
2011-08-11,558.4549999999999
2011-08-12,565.45
2011-08-15,555.52
2011-08-16,541.37
2011-08-17,537.23
2011-08-18,512.69
2011-08-19,502.865
2011-08-22,500.765
2011-08-23,510.234
2011-08-24,523.615
2011-08-25,527.785
2011-08-26,521.797
2011-08-29,536.5060000000001
2011-08-30,536.9
2011-08-31,541.15
2011-09-01,537.523
2011-09-02,524.32485
2011-09-06,516.63
2011-09-07,531.6695
2011-09-08,535.5
2011-09-09,527.9200000000001
2011-09-12,524.745
2011-09-13,528.64
2011-09-14,531.385
2011-09-15,539.77
2011-09-16,544.99
2011-09-19,542.64
2011-09-20,550.595
2011-09-21,546.9300000000001
2011-09-22,521.3885
2011-09-23,520.46
2011-09-26,523.0899999999999
2011-09-27,541.55
2011-09-28,535.86
2011-09-29,528.355
2011-09-30,519.19
2011-10-03,503.5
2011-10-04,492.01800000000003
2011-10-05,494.28499999999997
2011-10-06,508.915
2011-10-07,515.4
2011-10-10,530.335
2011-10-11,540.13
2011-10-12,549.9300000000001
2011-10-13,553.51
2011-10-14,593.585
2011-10-17,584.915
2011-10-18,584.98
2011-10-19,585.64
2011-10-20,584.2
2011-10-21,589.725
2011-10-24,593.235
2011-10-25,588.925
2011-10-26,581.52
2011-10-27,598.0
2011-10-28,598.275
2011-10-31,595.6800000000001
2011-11-01,581.13
2011-11-02,584.22
2011-11-03,590.61
2011-11-04,596.085
2011-11-07,600.505
2011-11-08,608.985
2011-11-09,604.025
2011-11-10,598.75365
2011-11-11,605.345
2011-11-14,612.9300000000001
2011-11-15,614.29
2011-11-16,614.4549999999999
2011-11-17,604.535
2011-11-18,599.125
2011-11-21,580.2950000000001
2011-11-22,580.105
2011-11-23,575.1800000000001
2011-11-25,567.8
2011-11-28,582.6600000000001
2011-11-29,585.845
2011-11-30,595.8
2011-12-01,607.5
2011-12-02,620.13
2011-12-05,627.15
2011-12-06,624.4300000000001
2011-12-07,621.88
2011-12-08,621.375
2011-12-09,623.0699999999999
2011-12-12,623.2349999999999
2011-12-13,629.70495
2011-12-14,618.405
2011-12-15,621.345
2011-12-16,625.395
2011-12-19,624.25
2011-12-20,629.915
2011-12-21,625.3900000000001
2011-12-22,629.37
2011-12-23,632.6199999999999
2011-12-27,638.245
2011-12-28,641.55
2011-12-29,639.1
2011-12-30,644.39
2012-01-03,660.26
2012-01-04,665.435
2012-01-05,660.1
2012-01-06,654.895
2012-01-09,634.115
2012-01-10,625.355
2012-01-11,625.2570000000001
2012-01-12,629.6949999999999
2012-01-13,624.005
2012-01-17,628.8299999999999
2012-01-18,628.06
2012-01-19,636.225
2012-01-20,586.35
2012-01-23,585.91
2012-01-24,582.8399999999999
2012-01-25,572.5450000000001
2012-01-26,569.515
2012-01-27,574.825
2012-01-30,576.7
2012-01-31,579.575
2012-02-01,582.3199999999999
2012-02-02,584.245
2012-02-03,592.56
2012-02-06,602.4200000000001
2012-02-07,606.5761
2012-02-08,608.04585
2012-02-09,611.75
2012-02-10,606.065
2012-02-13,611.9292499999999
2012-02-14,608.38
2012-02-15,607.7449999999999
2012-02-16,603.27
2012-02-17,605.015
2012-02-21,610.38
2012-02-22,611.745
2012-02-23,604.145
2012-02-24,608.5799999999999
2012-02-27,608.71
2012-02-28,613.7249999999999
2012-02-29,620.55
2012-03-01,621.925
2012-03-02,622.1600000000001
2012-03-05,616.935
2012-03-06,601.325
2012-03-07,608.5239
2012-03-08,608.925
2012-03-09,605.95
2012-03-12,603.13
2012-03-13,611.701
2012-03-14,618.12
2012-03-15,619.165
2012-03-16,622.979
2012-03-19,629.2555
2012-03-20,631.665
2012-03-21,639.95
2012-03-22,639.9
2012-03-23,644.7
2012-03-26,644.515
2012-03-27,649.15
2012-03-28,654.8345
2012-03-29,650.4449999999999
2012-03-30,647.245
2012-04-02,641.1700000000001
2012-04-03,643.2950000000001
2012-04-04,635.05
2012-04-05,632.5
2012-04-09,630.31
2012-04-10,629.525
2012-04-11,633.65
2012-04-12,646.7
2012-04-13,636.265
2012-04-16,612.7349999999999
2012-04-17,612.35
2012-04-18,607.805
2012-04-19,607.63
2012-04-20,602.34
2012-04-23,594.325
2012-04-24,601.975
2012-04-25,607.115
2012-04-26,613.85
2012-04-27,613.6700000000001
2012-04-30,608.346
2012-05-01,605.895
2012-05-02,604.36
2012-05-03,611.8900000000001
2012-05-04,602.34925
2012-05-07,602.7850000000001
2012-05-08,608.8
2012-05-09,609.095
2012-05-10,613.21
2012-05-11,609.66
2012-05-14,604.54
2012-05-15,609.375
2012-05-16,623.02
2012-05-17,629.54
2012-05-18,614.56
2012-05-21,607.847
2012-05-22,604.905
2012-05-23,603.36
2012-05-24,605.394
2012-05-25,595.005
2012-05-29,593.725
2012-05-30,587.7149999999999
2012-05-31,584.5
2012-06-01,570.5
2012-06-04,575.25
2012-06-05,572.3
2012-06-06,577.79
2012-06-07,582.5699999999999
2012-06-08,577.79
2012-06-11,576.0037500000001
2012-06-12,564.44
2012-06-13,562.8399999999999
2012-06-14,560.79505
2012-06-15,560.8050000000001
2012-06-18,566.73
2012-06-19,578.7000499999999
2012-06-20,576.755
2012-06-21,571.7850000000001
2012-06-22,568.6500000000001
2012-06-25,562.72125
2012-06-26,563.04
2012-06-27,570.004
2012-06-28,561.72
2012-06-29,576.165
2012-07-02,579.7499
2012-07-03,583.2049999999999
2012-07-05,594.3
2012-07-06,588.1700000000001
2012-07-09,584.925
2012-07-10,585.585
2012-07-11,571.395
2012-07-12,567.01
2012-07-13,573.8490999999999
2012-07-16,575.4854
2012-07-17,574.535
2012-07-18,579.9100000000001
2012-07-19,592.24
2012-07-20,605.56
2012-07-23,608.3
2012-07-24,611.135
2012-07-25,609.375
2012-07-26,613.45
2012-07-27,626.25
2012-07-30,636.05
2012-07-31,632.36
2012-08-01,635.4442
2012-08-02,630.72
2012-08-03,639.9300000000001
2012-08-06,644.3
2012-08-07,640.365
2012-08-08,642.185
2012-08-09,643.9451
2012-08-10,639.185
2012-08-13,653.415
2012-08-14,665.925
2012-08-15,669.175
2012-08-16,670.86
2012-08-17,674.475
2012-08-20,675.765
2012-08-21,670.0840000000001
2012-08-22,673.649
2012-08-23,675.74
2012-08-24,677.2650000000001
2012-08-27,665.62
2012-08-28,671.1800000000001
2012-08-29,682.5699999999999
2012-08-30,683.785
2012-08-31,684.31
2012-09-04,679.25
2012-09-05,682.8199999999999
2012-09-06,692.3100999999999
2012-09-07,704.96
2012-09-10,705.5999999999999
2012-09-11,695.825
2012-09-12,687.8945
2012-09-13,699.77
2012-09-14,710.005
2012-09-17,708.94
2012-09-18,712.72
2012-09-19,722.4849999999999
2012-09-20,726.3
2012-09-21,732.52
2012-09-24,740.145
2012-09-25,756.275
2012-09-26,751.12
2012-09-27,757.245
2012-09-28,755.2249999999999
2012-10-01,760.605
2012-10-02,758.13
2012-10-03,758.06
2012-10-04,764.645
2012-10-05,769.6925
2012-10-08,758.865
2012-10-09,751.9245
2012-10-10,742.909
2012-10-11,754.395
2012-10-12,749.485
2012-10-15,737.2655
2012-10-16,741.72505
2012-10-17,748.3
2012-10-18,717.7125
2012-10-19,689.35
2012-10-22,677.165
2012-10-23,679.665
2012-10-24,681.135
2012-10-25,677.755
2012-10-26,677.115
2012-10-31,678.0
2012-11-01,684.81
2012-11-02,691.46
2012-11-05,681.21
2012-11-06,682.025
2012-11-07,672.361
2012-11-08,661.36
2012-11-09,659.3199999999999
2012-11-12,665.335
2012-11-13,662.915
2012-11-14,656.3399999999999
2012-11-15,651.948
2012-11-16,644.5074999999999
2012-11-19,662.2249999999999
2012-11-20,671.2850000000001
2012-11-21,665.0999999999999
2012-11-23,668.05
2012-11-26,663.01
2012-11-27,666.5
2012-11-28,674.4
2012-11-29,687.95
2012-11-30,692.455
2012-12-03,700.0005
2012-12-04,690.605
2012-12-05,688.4150500000001
2012-12-06,690.06
2012-12-07,689.6495
2012-12-10,687.72
2012-12-11,694.8199999999999
2012-12-12,698.495
2012-12-13,708.0125
2012-12-14,703.125
2012-12-17,721.15
2012-12-18,722.075
2012-12-19,719.8399999999999
2012-12-20,720.81075
2012-12-21,714.6695
2012-12-24,711.325
2012-12-26,707.645
2012-12-27,703.725
2012-12-28,703.46
2012-12-31,703.2850000000001
2013-01-02,721.775
2013-01-03,726.325
2013-01-04,734.57505
2013-01-07,734.98
2013-01-08,730.3649499999999
2013-01-09,733.475
2013-01-10,739.25
2013-01-11,739.3632
2013-01-14,732.2750000000001
2013-01-15,723.55
2013-01-16,719.005
2013-01-17,715.3295
2013-01-18,707.05
2013-01-22,700.4275
2013-01-23,742.395
2013-01-24,748.6694
2013-01-25,754.365
2013-01-28,751.745
2013-01-29,751.745
2013-01-30,756.9300000000001
2013-01-31,753.935
2013-02-01,767.35
2013-02-04,764.3720000000001
2013-02-05,765.2875
2013-02-06,765.73
2013-02-07,772.15495
2013-02-08,783.115
2013-02-11,778.375
2013-02-12,783.635
2013-02-13,782.6600000000001
2013-02-14,783.255
2013-02-15,790.165
2013-02-19,801.14
2013-02-20,800.3820000000001
2013-02-21,798.335
2013-02-22,797.525
2013-02-25,799.45
2013-02-26,790.17495
2013-02-27,797.9300000000001
2013-02-28,804.01
2013-03-01,801.645
2013-03-04,813.9200000000001
2013-03-05,834.52495
2013-03-06,836.405
2013-03-07,833.1
2013-03-08,829.98495
2013-03-11,835.6
2013-03-12,827.78
2013-03-13,826.5
2013-03-14,822.19
2013-03-15,816.8199999999999
2013-03-18,807.115
2013-03-19,812.85
2013-03-20,814.475
2013-03-21,813.38365
2013-03-22,812.44
2013-03-25,813.0250000000001
2013-03-26,810.89495
2013-03-27,804.165
2013-03-28,799.335
2013-04-01,797.75
2013-04-02,809.415
2013-04-03,807.434
2013-04-04,798.525
2013-04-05,781.6949999999999
2013-04-08,773.9749999999999
2013-04-09,778.4300000000001
2013-04-10,784.175
2013-04-11,788.5799999999999
2013-04-12,787.516
2013-04-15,787.01
2013-04-16,789.96
2013-04-17,784.4725000000001
2013-04-18,773.53005
2013-04-19,784.85
2013-04-22,789.479
2013-04-23,807.9300000000001
2013-04-24,813.0
2013-04-25,812.05
2013-04-26,802.1600000000001
2013-04-29,812.85
2013-04-30,822.66
2013-05-01,820.54
2013-05-02,826.8
2013-05-03,841.4
2013-05-06,855.0550000000001
2013-05-07,857.26995
2013-05-08,863.395
2013-05-09,873.9449999999999
2013-05-10,876.3499999999999
2013-05-13,877.92545
2013-05-14,882.915
2013-05-15,905.2
2013-05-16,910.99495
2013-05-17,907.0045
2013-05-20,912.8
2013-05-21,904.635
2013-05-22,898.095
2013-05-23,881.98
2013-05-24,874.915
2013-05-28,886.27
2013-05-29,871.14
2013-05-30,872.655
2013-05-31,872.26
2013-06-03,864.49495
2013-06-04,862.33
2013-06-05,863.29
2013-06-06,856.7750000000001
2013-06-07,872.6600000000001
2013-06-10,885.54505
2013-06-11,883.26
2013-06-12,877.825
2013-06-13,872.5799999999999
2013-06-14,879.415
2013-06-17,883.855
2013-06-18,894.675
2013-06-19,904.1700000000001
2013-06-20,892.155
2013-06-21,881.475
2013-06-24,869.7850000000001
2013-06-25,872.095
2013-06-26,874.28505
2013-06-27,880.6700000000001
2013-06-28,878.0155
2013-07-01,888.54
2013-07-02,884.135
2013-07-03,883.835
2013-07-05,891.375
2013-07-08,901.6769999999999
2013-07-09,905.465
2013-07-10,905.7574999999999
2013-07-11,914.665
2013-07-12,919.12
2013-07-15,922.1800000000001
2013-07-16,920.935
2013-07-17,921.5799999999999
2013-07-18,911.595
2013-07-19,889.28
2013-07-22,904.835
2013-07-23,906.2850000000001
2013-07-24,905.5
2013-07-25,891.465
2013-07-26,885.995
2013-07-29,887.855
2013-07-30,888.24
2013-07-31,891.3444999999999
2013-08-01,899.775
2013-08-02,903.9100000000001
2013-08-05,902.3625
2013-08-06,902.7194999999999
2013-08-07,893.77
2013-08-08,890.5675
2013-08-09,892.76
2013-08-12,884.325
2013-08-13,882.35
2013-08-14,873.6949999999999
2013-08-15,861.46
2013-08-16,859.49
2013-08-19,864.725
2013-08-20,867.825
2013-08-21,871.7045
2013-08-22,872.5
2013-08-23,873.875
2013-08-26,870.4749999999999
2013-08-27,855.815
2013-08-28,851.5899999999999
2013-08-29,854.485
2013-08-30,851.8
2013-09-03,860.07
2013-09-04,864.335
2013-09-05,875.745
2013-09-06,878.76
2013-09-09,886.085
2013-09-10,888.00005
2013-09-11,891.5250000000001
2013-09-12,893.9549999999999
2013-09-13,890.26
2013-09-16,890.935
2013-09-17,884.6975
2013-09-18,893.5200500000001
2013-09-19,900.6949999999999
2013-09-20,899.875
2013-09-23,893.395
2013-09-24,885.75
2013-09-25,881.075
2013-09-26,878.875
2013-09-27,874.415
2013-09-30,874.575
2013-10-01,883.8599999999999
2013-10-02,883.5875000000001
2013-10-03,883.1
2013-10-04,873.75495
2013-10-07,869.05
2013-10-08,858.8050000000001
2013-10-09,852.815
2013-10-10,864.52
2013-10-11,869.39
2013-10-14,870.8199999999999
2013-10-15,879.815
2013-10-16,891.1700000000001
2013-10-17,891.315
2013-10-18,994.73
2013-10-21,1009.275
2013-10-22,1004.3955000000001
2013-10-23,1017.69
2013-10-24,1032.685
2013-10-25,1019.78
2013-10-28,1018.2049999999999
2013-10-29,1025.22
2013-10-30,1031.755
2013-10-31,1032.745
2013-11-01,1030.55
2013-11-04,1027.1999999999998
2013-11-05,1024.535
2013-11-06,1021.185
2013-11-07,1015.785
2013-11-08,1013.5
2013-11-11,1011.9649999999999
2013-11-12,1011.28
2013-11-13,1019.675
2013-11-14,1035.05
2013-11-15,1034.155
2013-11-18,1038.99
2013-11-19,1028.9
2013-11-20,1026.86
2013-11-21,1032.155
2013-11-22,1032.6950000000002
2013-11-25,1044.105
2013-11-26,1052.22
2013-11-27,1064.0
2013-11-29,1063.0349999999999
2013-12-02,1058.5549999999998
2013-12-03,1056.23
2013-12-04,1056.99
2013-12-05,1055.375
2013-12-06,1065.04
2013-12-09,1075.165
2013-12-10,1083.98
2013-12-11,1083.245
2013-12-12,1075.97
2013-12-13,1067.085
2013-12-16,1068.35
2013-12-17,1074.5700000000002
